horizon,model,oo_s,year,n,hit_rate,corr
24,LogReg,2020-09-01,2020,1464,0.592896174863388,0.11452431154981543
24,GBoost,2020-09-01,2020,1464,0.5915300546448088,0.08562338693705616
24,LogReg,2020-11-01,2020,1464,0.5519125683060109,-0.04067665204821655
24,GBoost,2020-11-01,2020,1464,0.5129781420765027,-0.04594183450078276
24,LogReg,2021-01-01,2021,1416,0.5677966101694916,0.007846559326726704
24,GBoost,2021-01-01,2021,1416,0.568502824858757,0.09383908102032718
24,LogReg,2021-03-01,2021,1464,0.5560109289617486,0.07453614996059132
24,GBoost,2021-03-01,2021,1464,0.549863387978142,0.02789384229068525
24,LogReg,2021-05-01,2021,1464,0.43989071038251365,0.039779264109656126
24,GBoost,2021-05-01,2021,1464,0.45150273224043713,0.06432617159117208
24,LogReg,2021-07-01,2021,1488,0.5470430107526881,0.06576591158149173
24,GBoost,2021-07-01,2021,1488,0.5369623655913979,0.08806865143916597
24,LogReg,2021-09-01,2021,1464,0.5122950819672131,-0.0011960967859067247
24,GBoost,2021-09-01,2021,1464,0.4808743169398907,-0.06579688835024049
24,LogReg,2021-11-01,2021,1464,0.5334699453551912,0.10422456601287841
24,GBoost,2021-11-01,2021,1464,0.5334699453551912,0.11600662005145763
24,LogReg,2022-01-01,2022,1416,0.4978813559322034,0.004012796119277661
24,GBoost,2022-01-01,2022,1416,0.4950564971751412,-0.01210123241928573
24,LogReg,2022-03-01,2022,1464,0.5075136612021858,0.06461717926335525
24,GBoost,2022-03-01,2022,1464,0.4883879781420765,-0.015467696332516302
24,LogReg,2022-05-01,2022,1464,0.49863387978142076,-0.07073168487059936
24,GBoost,2022-05-01,2022,1464,0.5136612021857924,0.02390096841625095
24,LogReg,2022-07-01,2022,1488,0.4899193548387097,0.011144371517819997
24,GBoost,2022-07-01,2022,1488,0.5228494623655914,0.009818824811813152
24,LogReg,2022-09-01,2022,1464,0.532103825136612,0.08314243297954434
24,GBoost,2022-09-01,2022,1464,0.5505464480874317,0.09081639871086584
24,LogReg,2022-11-01,2022,1464,0.5280054644808743,0.02410381212724004
24,GBoost,2022-11-01,2022,1464,0.5211748633879781,-0.006047146417600016
