anchor,ts,year,fc_ret_4h,real_ret_4h,in_band_4h,fc_ret_16h,real_ret_16h,in_band_16h,fc_ret_24h,real_ret_24h,in_band_24h,fc_ret_48h,real_ret_48h,in_band_48h
576,2020-01-24 23:00:00,2020,0.00019365640151747243,-0.01700116389665851,0.0,0.0019302973316932537,-0.012579441961477755,1.0,0.004002631621244035,-0.011595092556683895,1.0,0.007472098784329972,0.019850333692721378,1.0
580,2020-01-25 03:00:00,2020,-0.0018853417501638603,0.002349145002680686,1.0,-0.0011796227560232353,0.00789678332993482,1.0,-0.0009659997091482353,0.008617345614762684,1.0,-0.00042335902311307905,0.043319749075553915,1.0
584,2020-01-25 07:00:00,2020,-0.0016385852635867337,-1.923287282679098e-05,1.0,0.00164873010506561,0.0030569263372939304,1.0,0.0034540355860226413,0.008045278688156188,1.0,0.006065195864342954,0.03969023186271592,1.0
588,2020-01-25 11:00:00,2020,-0.0020618572735724428,0.0020918098053268608,1.0,0.0017013415789666197,0.006287433484908789,1.0,0.003064142177111151,0.019377076068494148,1.0,0.0039062365984978697,0.04909916189779118,0.0
592,2020-01-25 15:00:00,2020,0.0007663387194405402,0.0034750613947540643,1.0,0.004454197300983509,0.005972701755656118,1.0,0.005837978734088978,0.014800391137665514,1.0,0.004404606236530384,0.0518732306252101,0.0
596,2020-01-25 19:00:00,2020,0.0004164680595497572,-0.0024907119899602037,1.0,0.002323816692362257,0.013810204868413223,1.0,0.0037171348686317884,0.023578673365806324,1.0,0.00014753190232319469,0.06575857162905407,0.0
600,2020-01-25 23:00:00,2020,-0.0006328590129900391,0.0032112742747880674,1.0,0.0018037788654279296,0.013816041732871653,1.0,0.0028366081500958984,0.03144542624940527,0.0,0.0007661812091779296,0.06595990558625076,0.0
604,2020-01-26 03:00:00,2020,-0.001473298937192169,0.00177707807607419,1.0,0.0026017514168117373,0.02285811108097846,0.0,0.0023814526497218935,0.03470240346079123,0.0,-0.0019434603751804502,0.08613570043922358,0.0
608,2020-01-26 07:00:00,2020,-0.0015957520743015152,0.01131256450751117,0.0,0.0037104918221828598,0.026457073898543015,0.0,0.0020568205575344223,0.03164495317455973,0.0,-0.0006249116201999527,0.07594370637068337,0.0
612,2020-01-26 11:00:00,2020,0.004789017707738097,-0.002484875125501773,1.0,0.008609437019261534,0.021612760877205872,1.0,0.004811905891331847,0.02972208582929703,1.0,0.0009285440749255969,0.06924687395258111,0.0
616,2020-01-26 15:00:00,2020,0.0040180487170289325,0.012253343622894874,1.0,0.0028860373034547138,0.022817263792550335,1.0,-0.00046517424439684874,0.037072839487544584,0.0,-0.00021245055054919249,0.0650305266489184,0.0
620,2020-01-26 19:00:00,2020,0.003863971146380152,0.005376040893638745,1.0,-0.00044568308945969193,0.019953617331903928,1.0,0.0006472276771418706,0.04217989826324775,0.0,-0.0002597165977604732,0.05174001095530656,0.0
624,2020-01-26 23:00:00,2020,0.0026936339880929694,0.006468251486174026,1.0,-0.0006060791466726556,0.019443454971010965,1.0,0.0004105376746164069,0.03451447933684548,0.0,0.0023083495642648444,0.08753632992184457,0.0
628,2020-01-27 03:00:00,2020,0.0025844828437158185,-0.00128037221015731,1.0,0.003353144342739256,0.03033560588343498,0.0,0.0005131022284814435,0.05143329697843235,0.0,0.0028925196479150372,0.07686304966840218,0.0
632,2020-01-27 07:00:00,2020,0.0010066931276035973,0.009389697162248467,1.0,0.0004325811891270348,0.029326600060828767,0.0,-0.002794652697591715,0.04429875319612364,0.0,-0.0019306237669276527,0.07952821447442204,0.0
636,2020-01-27 11:00:00,2020,-0.0008785408388440885,0.004865878532745782,1.0,-0.0031015556703870573,0.043323972026341195,0.0,-0.0025303047548597135,0.03952478812328408,0.0,-0.001910416449195651,0.06381932008874003,0.0
640,2020-01-27 15:00:00,2020,0.003805675232902317,0.01736040239859804,1.0,0.003321208680167942,0.030043177501129392,1.0,0.004927196228996067,0.027957687161373812,1.0,0.008524455750480442,0.05675097861622724,1.0
644,2020-01-27 19:00:00,2020,0.00349601593733162,-0.0022893780327635227,1.0,0.0050533660960230264,0.01729850719194026,1.0,0.00573905792951912,0.009560112692058809,1.0,0.011173094184401933,0.050836733750037055,1.0
648,2020-01-27 23:00:00,2020,0.0017561199832787366,0.023387069127760896,0.0,0.0032543423343529554,0.012886662795539294,1.0,0.004550385730349049,0.053021850584999086,0.0,0.00841562773474358,0.04361717474143667,1.0
652,2020-01-28 03:00:00,2020,0.005504899854541279,-0.008414915992466021,1.0,0.008953386182666279,-0.011537578402938564,1.0,0.012595468397021747,0.02542975268996983,1.0,0.01993685328471706,0.017696558434197485,1.0
656,2020-01-28 07:00:00,2020,0.003949150868979956,0.004615732089408908,1.0,0.008490547963706518,0.03804969744970421,1.0,0.011200890370933081,0.0352294612782984,1.0,0.019165024587241675,0.037944361323624776,1.0
660,2020-01-28 11:00:00,2020,0.004384077959258548,-0.006701222429164488,1.0,0.00854400532742261,0.029228936593026944,1.0,0.010861433916289798,0.024294531965455946,1.0,0.018346823625762454,0.028230526056496785,1.0
664,2020-01-28 15:00:00,2020,0.002460269870844911,-0.001037172070716963,1.0,0.004627017917719911,0.03731495161805398,0.0,0.006839542331782411,0.02879329145485343,1.0,0.010819225254145692,0.03944657818419017,1.0
668,2020-01-28 19:00:00,2020,0.002268155747714218,0.041172359860176755,0.0,0.004760106736483749,0.0320329264653374,0.0,0.008048375779452499,0.04127662105797825,0.0,0.013697942429843124,0.05348062400254783,1.0
672,2020-01-28 23:00:00,2020,-0.0008344790758414433,-0.0042050287672683595,1.0,-0.00014878724234534957,-0.01134189633460636,1.0,0.004771218555994494,-0.009404675843562416,1.0,0.005325303333826525,0.013389086996332011,1.0
676,2020-01-29 03:00:00,2020,0.0011742377407433224,0.0013847925958625495,1.0,0.004136350167501135,0.004309289965069851,1.0,0.007930066598165197,-0.0077331942557723465,1.0,0.010337140572774572,0.010165537870911123,1.0
680,2020-01-29 07:00:00,2020,0.0034038708040604604,-0.006319197223433548,1.0,0.006300179702986242,-0.006584439672156606,1.0,0.007571427566755773,0.002714900045326374,1.0,0.010199753982771398,0.0008745165387686882,1.0
684,2020-01-29 11:00:00,2020,0.002859473972318227,-0.0022024629397670026,1.0,0.006422401218411977,-0.002798789628201348,1.0,0.007357002048490102,0.00393599409104084,1.0,0.009450317173001821,0.0026903254104926333,1.0
688,2020-01-29 15:00:00,2020,0.0029743438334719485,0.011446157532407852,1.0,0.006576371726538355,0.011236560208526924,1.0,0.008447480735327417,0.010653286729336742,1.0,0.009016824302221949,0.0058229059771104374,1.0
692,2020-01-29 19:00:00,2020,0.005063685873818002,-0.009508937041363907,1.0,0.008603724936318002,-0.00530770050160001,1.0,0.010685595969032846,0.01220400294456958,1.0,0.013276729086708627,-0.008879771888381072,1.0
696,2020-01-29 23:00:00,2020,0.0026545549830530035,-0.0025335471794782904,1.0,0.004549505849752222,0.008716066238292797,1.0,0.0067629839381311285,0.022793762839894427,1.0,0.01036119713393191,0.0057305151434814405,1.0
700,2020-01-30 03:00:00,2020,0.0011044687396797315,0.01183288689696127,1.0,0.0027438348895820752,0.02424648716541178,1.0,0.004196280873468794,0.01789873212668347,1.0,0.004134292042902388,0.016458271014807124,1.0
704,2020-01-30 07:00:00,2020,0.0019182569525817428,-0.005098103177719082,1.0,0.00647872753363643,0.013494423122411447,1.0,0.008209646417913774,-0.0018403835065576857,1.0,0.011240423395452837,0.0038858261024738994,1.0
708,2020-01-30 11:00:00,2020,0.002026736106863325,0.004514829698528899,1.0,0.005597292747488325,0.011163948407441282,1.0,0.005737482872000044,-0.0012456686805482065,1.0,0.0094081753158477,0.0015687886998883016,1.0
712,2020-01-30 15:00:00,2020,0.004813236974740676,0.012996873747640691,1.0,0.008473439001107863,-0.0012571100273675029,1.0,0.008948368810678176,-0.004830380752226304,1.0,0.014386219762826613,-0.005522802613546318,1.0
716,2020-01-30 19:00:00,2020,0.0038603161689945154,0.0010808228539609388,1.0,0.006447634589404672,-0.018757372126717797,1.0,0.009409747016162484,-0.021083774832950652,1.0,0.016700587165088265,-0.014920466694794854,1.0
720,2020-01-30 23:00:00,2020,0.00504446981649842,-0.007428577892689248,1.0,0.008333692533783577,-0.018908077353827935,1.0,0.011890897733978889,-0.017063247696412986,1.0,0.02084780691366639,-0.014053209304385916,1.0
